Sanctioned Entity,Sanction Amount,Sanction Reason,Sanction Date
IFIR ISTITUTI FINANZIARI RIUNITI SPA,120000.0,"- carenze in materia di adeguata verifica, profilatura e collaborazione attiva ( artt. 7, 15, 16, 
17, 18, 19, 20, 24, 25, 35, 36, d .lgs. 231/2007; Provv. B.I. del 26/03/2019 ""Disposizioni  in 
materia di organizzazione, procedure e controlli interni volti a prevenire l’utilizzo degli  
intermediari a fini di riciclaggio e di finanziamento del terrorismo""; Provv. B.I. del 
30/07/2019 “Disposizioni in materia di adeguata verifica della clientela per il contrasto  del 
riciclaggio e del finanziamento del terrorismo”; art. 62, co. 1, d . lgs. 231/2007). 
CONSIDERATO che l e suddett e irregolarità sono state contesta te a IFIR Istituti 
Finanziari Riuniti Spa  nella persona del legale rappresentante pro-tempore , secondo le 
formalità previste dall’art. 145 TUB,  richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERAT I le deduzioni presentate nel corso dell’ist ruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni i struttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della  l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione,  nei confronti di IFIR Istituti Finanziari Riuniti Spa , di 
sanzioni amministrative pecuniarie ex art. 62, d.lgs. n. 231/2007, trasmettendo i relativi  atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso IFIR Istituti Finanziari Riuniti Spa la proposta di sanzione e i relativi allegati;  
VISTE  le ulteriori osservazioni trasmesse (omissis)  da IFIR Istituti Finanziari Riuniti Spa 
in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);   
LA BANCA D’I TALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate  
dalla società non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l’irrogazione de lla sanzione amministrativa  
pecuniaria , tenuto conto delle  irregolarità rilevate  e dell’azione correttiva attuata,  per le ragioni 
illustrate nella delibera (omissis) ; 
DISPONE  CHE  
a IFIR Istituti Finanziari Riuniti Spa sia inflitta, ai sensi dell’art. 62  del d.lgs. n. 
231/2007,  per le  irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 120.000.",2019-03-26
IFIR ISTITUTI FINANZIARI RIUNITI SPA,6.0,,2023-09-05
AMCO  SPA,1.0,,2022-07-07
INTERMONTE SIM  SPA,30000.0,,2023-07-11
PAYTIPPER SPA,5.0,": 
- carenze nell’organizzazione e nei controlli in materia di trasparenza (art. 114 -undecies , co. 
1 e 127, co. 01 anche in rapporto agli artt. 126- quater  e 126- septies, d.lgs. 385/93; 
Provvedimento del Governatore del 29.7.2009 e successive modifiche e integrazioni - 
“Disposizioni in materia di trasparenza delle operazioni e dei servizi bancari e f inanziari. 
Correttezza delle relazioni tra intermediari e clienti”; art. 144, d.lgs. 385/93). 
CONSIDERATO che le suddette irregolarità sono state contestate a PayTipper Spa , nella  
persona del legale rappresentante pro- tempore , secondo le formalità previste dall’art. 145 
TUB;  
CONSIDERATI  le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA  la nota (omissis)  con la quale  il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie  rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al  Direttorio 
della Banca d’Italia l’applicazione,  nei confronti di PayTipper Spa , di sanzioni amministrative 
pecuniarie  ex art. 144 TUB, trasmettendo i relativi atti;  
VISTA la nota  (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a PayTipper Spa la proposta di sanzione e i relativi allegati;  
VISTE  le ulteriori osservazioni presentate (omi ssis) da PayTipper Spa in merito alla  
proposta del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis) ; 
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considera te le ulteriori osservazioni presentate  
dalla società non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 e ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa  
pecuniaria, tenuto conto della portata delle irregolarità rilevate e delle misure correttive 
adottate, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a PayTipper  Spa sia inflitta, ai sensi dell’art. 144 TUB, per le irregolarità sopra indicate, 
la sanzione amministrativa pecuniaria di € 5 0.000.",2009-07-29
CASSA DI RISPARMIO DI VOLTERRA SPA,150000.0,,
FAMILY  SPA,10000.0,,2019-03-26
FAMILY SPA,3.0,"-      carenze nel rispetto delle disposizioni in m ateria di antiriciclaggio (artt. 7, 15, 16, 17, 18, 
19, 31, 32, 36, d.lgs. n. 231/2007; Provvedimento B.I. del 26.3.2019 “Disposizioni  in 
materia di organizzazione, procedure e controlli interni volti a prevenire l’utilizzo  degli 
intermediari a fini di ric iclaggio e finanziamento del terrorismo”; Provvedimento B.I. del 
30.7.2019 “Disposizioni in materia di adeguata verifica della clientela per il  contrasto del 
riciclaggio e del finanziamento del terrorismo”; Provvedimento B.I. del  24/3/2020 
“Disposizioni pe r la conservazione e la messa a disposizione dei documenti,  dei dati e 
delle informazioni”; art. 62, co. 1, d.lgs. n. 231/2007).  
CONSIDERATO che l e suddett e irregolarità sono stat e contesta te a M.C. Family Spa, ora 
M.C. Family Srl , nella persona del legale rappresentante pro-tempore , secondo le formalità 
previste dall’art. 145 TUB, richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le deduzioni presentate nel corso dell’ist ruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni i struttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della  l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti di M.C. Family Spa, ora M.C. Family Srl , di 
sanzioni amministrative pecuniarie ex art. 62, d.lgs. n. 231/2007, trasmettendo i relativi  atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituz ionali di Vigilanza ha 
trasmesso a M.C. Family Spa, ora M.C. Family Srl , la proposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni trasmesse (omissis)  da M.C. Family Spa, ora M.C. Family 
Srl, in merito alla proposta del Servizio Rappor ti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento, considerate le ulteriori osservazioni presentate 
dalla società non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa  
pecuniaria , tenuto conto della portata delle irregolarità rilevate e delle misure correttiv e 
adottate,  per le ragioni illustrate nella delibera (omissis) ; 
DISPONE  CHE  
a M.C. Family Spa, ora  M.C. Family Srl , sia inflitta, ai sensi dell’art. 62  del d.lgs. n. 
231/2007,  per le  irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 3 0.000.",2019-03-26
FAMILY SPA,3.0,,2023-03-29
SYNERGO CAPITAL SGR SPA,45000.0,"- adempimenti antiriciclaggio (artt. 7, 15, 16, 17, 18, 19, 20, 31, 32, d.lgs. 231/2007;  Part
e
I
II, Sez. 1 e 2 del Provv. B.I. del 26.3.2019 “Disposizioni in materia di  organizzazione ,
pr
ocedure e controlli interni volti a prevenire l’utilizzo degli  intermediari a fini di
riciclaggio e finanziamento del terrorismo”; Provv. B.I. del  30.7.2019 “Disposizioni in
materia di adeguata verifica della clientela per il contrasto  del riciclaggio e del
finanziamento del terrorismo”; Provv. B.I. del 24.3.2020 “Disposizioni per la
conservazione e la messa a disposizione dei documenti, dei dati e delle informazioni”; art.
62, co. 1, d.lgs. 231/2007) .
CONSIDERATO che l e suddett e irregolarità sono stat e contesta te a Synergo Capital SGR
Spa nella persona del legale rappresentante pro- tempore , secondo le formalità previste dall’art. 
145 TUB, richiam ato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le deduzioni presentate nel corso dell’ist ruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio del la distinzione tra funzioni i struttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della  l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione, nei confronti di Synergo Capital SGR Spa , di san zioni 
amministrative pecuniarie ex art. 62, d.lgs. n. 231/2007, trasmettendo i relativi  atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Synergo Capital SGR Spa  la proposta di sanzione e i relativi allegati;  
CONSIDERATO che Synergo Capital SGR Spa non ha presentato ulteriori  osservazioni 
in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis) ;  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento e ritenuto, quindi, che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa  pecuniaria , tenuto conto della portata delle  
irregolarità rilevate,  per le ragioni illustrate nella delibera (omissis) ; 
DISPONE  CHE  
a Synergo Capital SGR Spa sia inflitta, ai sensi dell’art. 62  del d.lgs. n. 231/2007,  per le  
irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 45.000.",2019-03-26
SYNERGO  CAPITAL SGR SPA,75000.0,"- carenze nel governo, nel controllo e nella gestione dei rischi (art. 6, co. 1 , lett. c) e c -bis),
d.l
gs. 58/1998; Parte 4, Tit. I, II e IV, Regolamento B.I. del 5 dicembre 2019; Tit. V, Cap.
4, Regolamento sulla gestione collettiva del  risparmio del 19 gennaio 2015; art. 190 , d.lgs.
58/
1998) .
CONSIDERATO che l e suddett e irregolarità sono stat e contestate a Synergo Capital SGR 
Spa, nella persona del legale rappresentante pro- tempore , secondo le formalità previste dall’art. 
195 TUF ; 
CONSIDERAT I le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio ; 
VISTA la nota (omissis) con cui  il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia l’applicazi one nei confronti di Synergo Capital SGR Spa di sanzioni 
amministrativ e pecuniari e ex art. 190 TUF , trasmettendo i relativi atti;  
VISTA la nota (omissis) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Synergo Capital SGR Spa la  proposta di sanzione e i relativi allegati ; 
CONSIDERATO che Synergo Capital SGR Spa non ha presentato ulteriori osservazioni  
in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis);  
VISTA  la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 ESAMINATI gli atti del procedimento  e ritenuto, quindi, che sussistono gli estremi per 
l’irrogazione della sanzion e amministrativ a pecuniari a, tenuto conto della portata delle  
irregolarità rilevate, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a Synergo Capital SGR Spa  sia inflitta , ai sensi del l’art. 190 TUF, per le irregolarità 
sopra indicate, l a sanzione amministrativa pecuniari a di € 75.000.",2023-04-11
BANCA POPOLARE VALCONCA SPA,3.0,"- carenze in materia di adeguata verifica e collaborazione attiva (artt. 7, 16, 17, 18, 19, 
24,
25, 35, 36, d.l
gs. n. 231/2007; Provvedimento B.I. del 26.3.2019 “Disposizioni in materia
di organizzazione, procedure e controlli interni volti a prevenire l’utilizzo degliintermediari a fini di riciclaggio e finanziamento del terrorismo”; Provvedimento B.I. del30.7.2019 “Disposizioni in materia di adeguata verifica della clientela per il contrasto delriciclaggio e del finanziamento del terrorismo”; art. 62, d.lgs. n. 231/2007).
CONSIDERATO che l e suddett e irregolarità sono state contestate a Banca Popolare
Valconca Spa, oggi in a.s., nella persona del legale rappresentante pro-tempore , secondo le 
formalità previste dall’art. 145 TUB,  richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le d eduzioni presentate nel corso dell’ist ruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni i struttorie e funzioni deciso rie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della  l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione, nei confronti di Banca Popolare Valconca Spa in a.s. , di 
sanzioni amministrative pecuniarie ex art. 62, d.lgs. n. 231/2007, trasmettendo i relativi  atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Banca Popolare Valconca Spa in a.s.  la proposta di sanzione e i relativi allegati;  
CONSIDERATO che Banca Po polare Valconca Spa in a.s. non ha presentato ulteriori  
osservazioni in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);   
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento e ritenuto, quindi, che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa  pecuniaria , tenuto conto della portata delle  
irregolarità rilevate,  per le ragioni illustrate nella delibera (omissis) ; 
DISPO NE CHE  
a Banca Popolare Valconca Spa in a.s. sia inflitta, ai sensi dell’art. 62  del d.lgs. n. 
231/2007,  per le  irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 3 0.000.",2019-03-26
BANCA POPOLARE VALCONCA  SPA,150000.0,,2023-04-04
AZZOAGLIO  SPA,3.0,"- carenze nel processo del credito e nei controlli di secondo livello (Art. 53, co. l, lett. b)  e
d)
, D.lgs. 385/93; Parte I,  Tit. IV, Cap. 3 e All. A, Circ. 285/13; art. 144, co. 1, lett. a),
D.lgs. 385/93);
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Banco di Credito P.
Azzoaglio Spa , nella  persona del legale rappresentante pro- tempore , secondo le f ormalit à 
previste dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell'istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale  il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all'irrogazione della sanzione, fissato dall'art. 24 della l. n. 262/2005, ha proposto al Direttorio della Banca d'Italia l'applicazione nei confronti di Banco di Credito P. Azzoaglio Spa  di 
sanzio ni amministrative pecuniarie ex  art. 144 TUB, trasmettendo i relativi atti;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Banco di Credito P. Azzoaglio Spa la proposta di sanzione e i relativi allegati;  
CONSIDERATO che Banco di Credito P. Azzoaglio Spa non ha presentato ulteriori  
osservazioni in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocat a Capo  (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli a tti del procedimento e ritenuto, quindi, che sussistono gli estremi per 
l'irrogazione della sanzione amministrativa pecuniaria, tenuto conto della portata delle 
irregolarità rilevate e dell’azione correttiva avviata,  per l e ragioni illustrate nella delibera 
(omissis) ;                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 DISPONE  CHE  
a Banco di Credito P. Azzoaglio Spa sia inflitta , ai sensi dell'art. 144 TUB, per le 
irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 3 0.000.",2023-04-26
BANCA PROGETTO SPA,100.0,"- carenze in materia di adeguata verifica e collaborazione attiva (Artt. 7, 16, 17, 18, 19,  24, 
25, 35, 36, d.lgs. 231/2007; Provv. B.I. del 26.3.2019 “Disposizioni in materia di  
organizzazione, procedure e controlli interni volti a prevenire l’u tilizzo degli  intermediari 
a fini di riciclaggio e di finanziamento del terrorismo”; Provv. B.I. del  30.7.2019 
“Disposizioni in materia di adeguata verifica della clientela per il contrasto  del riciclaggio 
e del finanziamento del terrorismo”; art. 62, co. 1, d.lgs. 231/2007).  
CONSIDERATO che l e suddett e irregolarità sono state contesta te a Banca Progetto Spa , 
nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 145 
TUB,  richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le deduzioni presentate nel corso dell’ist ruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di  Vigilanza, in 
osservanza del principio della distinzione tra funzioni i struttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della  l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione , nei confronti di Banca Progetto Spa , di sanzioni 
amministrative pecuniarie ex art. 62 del d.lgs. n. 231/2007, trasmettendo i relativi  atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Banca Progetto Spa  la proposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni presen tate (omissis)  da Banca Progetto Spa  in merito alla 
proposta del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimen to, considerate le ulteriori osservazioni presentate 
dalla banca  non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza e 
ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa  
pecuniaria , tenuto conto della portata delle irregolarità rilevate e delle misure correttive 
adottate,  per le ragioni illustrate nella delibera (omissis) ; 
DISPONE  CHE  
a Banca Progetto Spa sia inflitta, ai sensi dell’art. 62  del d.lgs. n. 231/2007 , per le  
irregolarità s opra indicate, la sanzione amministrativa pecuniaria di € 100.000 .",2021-11-04
,30000.0,"- carenze nel governo, nel controllo e nella gestione del processo del credito (art. 53, co.  1, 
lett. b) e d), TUB; Parte I, T it. IV, Cap. 1 e 3 e allegato A, Circ. 285/13; art. 144, co.  1, 
lett. a), TUB) . 
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Banca Popolare 
Sant’Angelo Scpa , nella  persona del legale rappresentante pro-tempore , secondo le formalità 
previste dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell'istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale  il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tr a funzioni istruttorie e funzioni decisorie rispetto 
all'irrogazione della sanzione, fissato dall'art. 24 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d'Italia l'applicazione nei confronti di Banca Popolare Sant’Angelo Scpa di 
sanzioni ammin istrative pecuniarie ex art. 144 TUB, trasmettendo i relativi atti;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Banca Popolare Sant’Angelo Scpa la proposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni presentate (omissis) da Banca Popolare Sant’Angelo Scpa 
in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza;   
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA  D’ITALIA  
ESAMINATI gli a tti del procedimento , considerate le ulteriori osservazioni presentate 
dalla società non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l'irrogazion e della sanzione amministrativa                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 pecuniaria, tenuto conto della portata delle irregolarità rilevate e dell’azione correttiva avviata,  
per le ragioni illustrate nella delibera (omissis) ;  
DISPONE  CHE  
a Banca Popolare Sant’Angelo Scpa sia inflitt a, ai sensi d ell'art. 144 TUB, per le 
irregolarità sopra indicate, la sanzione amministrativa pec uniaria di € 30.000.",2023-02-07
ANTHILIA CAPITAL PARTNERS SGR SPA,30000.0,,2023-01-31
AIGIS BANCA  SPA,130.0,,2022-09-27
,160.0,,2019-03-26
FIN SARDA  SPA,30000.0,,2022-12-06
,30.0,"- carenze nell’adempimento degli obblighi  di profilatura, adeguata verifica e collaborazione 
attiva in materia di antiriciclaggio (artt. 7, 17, 18, 19, 24, 25, 36, 43, d.lgs. 231/2007; Parte 
I, V e VI, Provvedimento B.I. del 26.3.2019 “Disposizioni in materia di organizzazione, 
procedure e contro lli interni volti a prevenire l’utilizzo degli intermediari ai fini di 
riciclaggio e finanziamento del terrorismo”; Parte I, II e IV, Provvedimento B.I. del 
30.7.2019 “Disposizioni in materia di adeguata verifica della clientela per il contrasto del  
ricicl aggio e del finanziamento del terrorismo”; art. 62, d. lgs. 231/2007) . 
CONSIDERATO che l e suddett e irregolarità sono state contesta te a Ria Payment 
Institution EP S.A.U. , nella persona del legale rappresentante pro-tempore , secondo le 
formalità previste da ll’art. 145 TUB,  richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le deduzioni presentate nel corso dell’ist ruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di  Vigilanza, in 
osservanza del principio della distinzione tra funzioni i struttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della  l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti di Ria Paym ent Institution EP S.A.U. di 
sanzioni amministrative pecuniarie ex art. 62, d.lgs. n. 231/2007, trasmettendo i relativi  atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Ria Payment Institution EP S.A .U. la proposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni presentate (omissis)  da Ria Payment Institution EP S.A.U. 
in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VIST E le deliber e del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento, considerate le ulteriori osservazioni presentate 
dalla società e ritenuto che sussistono gli estremi per l’irrogazione della sanzione 
amministrativa  pecuniaria  per le ragioni illustrate nell e deliber e (omissis) ; 
DISPONE  CHE  
a Ria Payment Institution EP S.A.U.  sia inflitta, ai sensi dell’art. 62  del d.lgs. n. 
231/2007 , per le  irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 30.000 .",2019-03-26
